CIS Microsoft Intune for Windows 11 Benchmark
v4.0.0 - 04-25-2025

Compliance Status|Number|Level|Title|Implemented|Reasoning|Profile Applicability|Description|Rationale|Impact|Audit|Remediation|Default Value|References|Additional Information
To Review|89.3|(L1)|Ensure 'Act As Part Of The Operating System' is set to 'No One' (Automated)|||• Level 1 (L1)|"This policy setting allows a process to assume the identity of any user and thus gain access to the resources that the user is authorized to access. The recommended state for this setting is: No One. Note: This user right is considered a ""sensitive privilege"" for the purposes of auditing."|The Act as part of the operating system user right is extremely powerful. Anyone with this user right can take complete control of the computer and erase evidence of their activities.|There should be little or no impact because the Act as part of the operating system user right is rarely needed by any accounts other than the Local System account, which implicitly has this right.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Act as part of the operating system|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to (<![CDATA[]]>) which equals No One. User Rights\Act As Part Of The Operating System Note: Using (<![CDATA[]]>) to represent a blank value or No One is recommended by Microsoft. However, there is a known issue where an error occurs in Endpoint Manger (Intune) but does not affect the policy setting from being applied to the system properly.|No one.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/act-as-part-of-the-operating-system 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#actaspartoftheoperatingsystem 3. GRID: MS-00000014 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.4|(L1)|Ensure 'Allow Local Log On' is set to 'Administrators, Users' (Automated)|||• Level 1 (L1)|This policy setting determines which users can interactively log on to computers in your environment. Logons that are initiated by pressing the CTRL+ALT+DEL key sequence on the client computer keyboard require this user right. Users who attempt to log on through Terminal Services / Remote Desktop Services or IIS also require this user right. The recommended state for this setting is: *S-1-5-32-544, *S-1-5-32-545 (Administrators, Users). Note: The Guest account is also assigned this user right by default. Although this account is disabled by default, it's recommended that you configure this setting through Group Policy. However, this user right should generally be restricted to the Administrators and Users groups. Assign this user right to the Backup Operators group if your organization requires that they have this capability.|Any account with the Allow log on locally user right can log on at the console of the computer. If you do not restrict this user right to legitimate users who need to be able to log on to the console of the computer, unauthorized users could download and run malicious software to elevate their privileges.|If you remove these default groups, you could limit the abilities of users who are assigned to specific administrative roles in your environment. You should confirm that delegated activities will not be adversely affected by any changes that you make to the Allow log on locally user right.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Allow log on locally|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-544, *S-1-5-32-545 (Administrators, Users). User Rights\Allow Local Log On Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Administrators, Backup Operators, Guest, Users.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/allow-log-on-locally 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#allowlocallogon 3. GRID: MS-00000017 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.5|(L1)|Ensure 'Backup Files And Directories' is set to 'Administrators' (Automated)|||• Level 1 (L1)|"This policy setting allows users to circumvent file and directory permissions to back up the system. This user right is enabled only when an application (such as NTBACKUP) attempts to access a file or directory through the NTFS file system backup application programming interface (API). Otherwise, the assigned file and directory permissions apply. The recommended state for this setting is: *S-1-5-32-544 (Administrators). Note: This user right is considered a ""sensitive privilege"" for the purposes of auditing."|Users who are able to back up data from a computer could take the backup media to a non-domain computer on which they have administrative privileges and restore the data. They could take ownership of the files and view any unencrypted data that is contained within the backup set.|Changes in the membership of the groups that have the Back up files and directories user right could limit the abilities of users who are assigned to specific administrative roles in your environment. You should confirm that authorized backup administrators are still able to perform backup operations.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Back up files and directories|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-544 (Administrators). User Rights\Backup Files And Directories Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Administrators, Backup Operators.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/back-up-files-and-directories 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#backupfilesanddirectories 3. GRID: MS-00000019 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.6|(L1)|Ensure 'Change System Time' is set to 'Administrators, LOCAL SERVICE' (Automated)|||• Level 1 (L1)|This policy setting determines which users and groups can change the time and date on the internal clock of the computers in your environment. Users who are assigned this user right can affect the appearance of event logs. When a computer's time setting is changed, logged events reflect the new time, not the actual time that the events occurred. The recommended state for this setting is: *S-1-5-32-544 and *S-1-5-19 (Administrators, LOCAL SERVICE). Note: Discrepancies between the time on the local computer and on the Domain Controllers in your environment may cause problems for the Kerberos authentication protocol, which could make it impossible for users to log on to the domain or obtain authorization to access domain resources after they are logged on. Also, problems will occur when Group Policy is applied to client computers if the system time is not synchronized with the Domain Controllers.|Users who can change the time on a computer could cause several problems. For example, time stamps on event log entries could be made inaccurate, time stamps on files and folders that are created or modified could be incorrect, and computers that belong to a domain may not be able to authenticate themselves or users who try to log on to the domain from them. Also, because the Kerberos authentication protocol requires that the requestor and authenticator have their clocks synchronized within an administrator-defined skew period, an attacker who changes a computer's time may cause that computer to be unable to obtain or grant Kerberos tickets. The risk from these types of events is mitigated on most Domain Controllers, Member Servers, and end-user computers because the Windows Time service automatically synchronizes time with Domain Controllers in the following ways: • All client desktop computers and Member Servers use the authenticating Domain Controller as their inbound time partner. • All Domain Controllers in a domain nominate the Primary Domain Controller (PDC) Emulator operations master as their inbound time partner. • All PDC Emulator operations masters follow the hierarchy of domains in the selection of their inbound time partner. • The PDC Emulator operations master at the root of the domain is authoritative for the organization. Therefore it is recommended that you configure this computer to synchronize with a reliable external time server. This vulnerability becomes much more serious if an attacker is able to change the system time and then stop the Windows Time service or reconfigure it to synchronize with a time server that is not accurate.|There should be no impact, because time synchronization for most organizations should be fully automated for all computers that belong to the domain. Computers that do not belong to the domain should be configured to synchronize with an external source.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Change the system time|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-544 and *S-1-5-19 (Administrators, LOCAL SERVICE). User Rights\Change System Time Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Administrators, LOCAL SERVICE.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/change-the-system-time 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#changesystemtime 3. GRID: MS-00000020 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.7|(L1)|Ensure 'Create Global Objects' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE' (Automated)|||• Level 1 (L1)|This policy setting determines whether users can create global objects that are available to all sessions. Users can still create objects that are specific to their own session if they do not have this user right. Users who can create global objects could affect processes that run under other users' sessions. This capability could lead to a variety of problems, such as application failure or data corruption. The recommended state for this setting is: *S-1-5-32-544, *S-1-5-19, *S-1-5-20 and *S-1-5-6 (Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE).|Users who can create global objects could affect Windows services and processes that run under other user or system accounts. This capability could lead to a variety of problems, such as application failure, data corruption and elevation of privilege.|None - this is the default behavior.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Create global objects|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-544, *S-1-5-19, *S-1-5-20 and *S-1-5-6 (Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE). User Rights\Create Global Objects Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/create-global-objects 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#createglobalobjects 3. GRID: MS-00000024 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.8|(L1)|Ensure 'Create Page File' is set to 'Administrators' (Automated)|||• Level 1 (L1)|This policy setting allows users to change the size of the pagefile. By making the pagefile extremely large or extremely small, an attacker could easily affect the performance of a compromised computer. The recommended state for this setting is: *S-1-5-32-544 (Administrators).|Users who can change the page file size could make it extremely small or move the file to a highly fragmented storage volume, which could cause reduced computer performance.|None - this is the default behavior.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Create a pagefile|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-544 (Administrators). User Rights\Create Page File Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Administrators.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/create-a-pagefile 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#createpagefile 3. GRID: MS-00000022 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.9|(L1)|Ensure 'Create Permanent Shared Objects' is set to 'No One' (Automated)|||• Level 1 (L1)|This user right is useful to kernel-mode components that extend the object namespace. However, components that run in kernel mode have this user right inherently. Therefore, it is typically not necessary to specifically assign this user right. The recommended state for this setting is: No One.|Users who have the Create permanent shared objects user right could create new shared objects and expose sensitive data to the network.|None - this is the default behavior.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Create Permanent Shared Objects|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to (<![CDATA[]]>) which equals No One. User Rights\Create Permanent Shared Objects Note: Using (<![CDATA[]]>) to represent a blank value or No One is recommended by Microsoft. However, there is a known issue where an error occurs in Endpoint Manger (Intune) but does not affect the policy setting from being applied to the system properly.|No one.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/create-permanent-shared-objects 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#createpermanentsharedobjects 3. GRID: MS-00000025 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.10|(L1)|Ensure 'Create Symbolic Links' is set to 'Administrators' (Automated)|||• Level 1 (L1)|This policy setting determines which users can create symbolic links. In Windows Vista, existing NTFS file system objects, such as files and folders, can be accessed by referring to a new kind of file system object called a symbolic link. A symbolic link is a pointer (much like a shortcut or .lnk file) to another file system object, which can be a file, folder, shortcut or another symbolic link. The difference between a shortcut and a symbolic link is that a shortcut only works from within the Windows shell. To other programs and applications, shortcuts are just another file, whereas with symbolic links, the concept of a shortcut is implemented as a feature of the NTFS file system. Symbolic links can potentially expose security vulnerabilities in applications that are not designed to use them. For this reason, the privilege for creating symbolic links should only be assigned to trusted users. By default, only Administrators can create symbolic links. The recommended state for this setting is: *S-1-5-32-544 (Administrators) and (when the Hyper-V feature is installed) *S-1-5-83-0 (NT VIRTUAL MACHINE\Virtual Machines).|Users who have the Create symbolic links user right could inadvertently or maliciously expose your system to symbolic link attacks. Symbolic link attacks can be used to change the permissions on a file, to corrupt data, to destroy data, or as a Denial of Service attack.|In most cases there will be no impact because this is the default configuration. However, on Windows Workstations with the Hyper-V feature installed, this user right should also be granted to the special group NT VIRTUAL MACHINE\Virtual Machines - otherwise you will not be able to create new virtual machines.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Create Symbolic Links|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-544 (Administrators) and optionally *S-1-5-83-0 (NT VIRTUAL MACHINE\Virtual Machines) User Rights\Create Symbolic Links Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Administrators.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/create-symbolic-links 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#createsymboliclinks 3. GRID: MS-00000026 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.11|(L1)|Ensure 'Create Token' is set to 'No One' (Automated)|||• Level 1 (L1)|"This policy setting allows a process to create an access token, which may provide elevated rights to access sensitive data. The recommended state for this setting is: No One. Note: This user right is considered a ""sensitive privilege"" for the purposes of auditing."|A user account that is given this user right has complete control over the system and can lead to the system being compromised. It is highly recommended that you do not assign any user accounts this right. The operating system examines a user's access token to determine the level of the user's privileges. Access tokens are built when users log on to the local computer or connect to a remote computer over a network. When you revoke a privilege, the change is immediately recorded, but the change is not reflected in the user's access token until the next time the user logs on or connects. Users with the ability to create or modify tokens can change the level of access for any currently logged on account. They could escalate their own privileges or create a DoS condition.|None - this is the default behavior.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Create a token object|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to (<![CDATA[]]>) which equals No One. User Rights\Create Token Note: Using (<![CDATA[]]>) to represent a blank value or No One is recommended by Microsoft. However, there is a known issue where an error occurs in Endpoint Manger (Intune) but does not affect the policy setting from being applied to the system properly.|No one.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/create-a-token-object 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#createtoken 3. GRID: MS-00000023 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.12|(L1)|Ensure 'Debug Programs' is set to 'Administrators' (Automated)|||• Level 1 (L1)|"This policy setting determines which user accounts will have the right to attach a debugger to any process or to the kernel, which provides complete access to sensitive and critical operating system components. Developers who are debugging their own applications do not need to be assigned this user right; however, developers who are debugging new system components will need it. The recommended state for this setting is: *S-1-5-32-544 (Administrators). Note: This user right is considered a ""sensitive privilege"" for the purposes of auditing."|The Debug programs user right can be exploited to capture sensitive computer information from system memory, or to access and modify kernel or application structures. Some attack tools exploit this user right to extract hashed passwords and other private security information, or to insert rootkit code. By default, the Debug programs user right is assigned only to administrators, which helps to mitigate the risk from this vulnerability.|If you revoke this user right, no one will be able to debug programs. However, typical circumstances rarely require this capability on production computers.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Debug Programs|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-544 (Administrators). User Rights\Debug Programs Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Administrators.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/debug-programs 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#debugprograms 3. GRID: MS-00000027 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.13|(L1)|Ensure 'Deny Access From Network' to include 'Guests, Local account' (Automated)|||• Level 1 (L1)|This policy setting prohibits users from connecting to a computer from across the network, which would allow users to access and potentially modify data remotely. In high security environments, there should be no need for remote users to access data on a computer. Instead, file sharing should be accomplished through the use of network servers. This user right supersedes the Access Computer From Network user right if an account is subject to both policies. The recommended state for this setting is to include: *S-1-5-32-546 and *S-1-5-113 (Guests, Local account). Caution: Configuring a standalone (non-domain-joined) workstation as described above may result in an inability to remotely administer the workstation. Note: The security identifier Local account is not available in Windows 7 and Windows 8.0 unless MSKB 2871997 has been installed.|Users who can log on to the computer over the network can enumerate lists of account names, group names, and shared resources. Users with permission to access shared folders and files can connect over the network and possibly view or modify data.|If you configure the Deny access to this computer from the network user right for other groups, you could limit the abilities of users who are assigned to specific administrative roles in your environment. You should verify that delegated tasks will not be negatively affected.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Deny access to this computer from the network|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-546 and *S-1-5-113 (Guests, Local account). User Rights\Deny Access From Network Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Guest.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/deny-access-to-this-computer-from-the-network 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#denyaccessfromnetwork 3. GRID: MS-00000028 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.14|(L1)|Ensure 'Deny Local Log On' to include 'Guests' (Automated)|||• Level 1 (L1)|This security setting determines which users are prevented from logging on at the computer. This policy setting supersedes the Allow log on locally policy setting if an account is subject to both policies. The recommended state for this setting is to include: *S-1-5-32-546 (Guests). Important: If you apply this security policy to the Everyone group, no one will be able to log on locally. Warning: The help text in Intune associated with this recommendation is for the setting, Deny log on as a service and not this setting.|Any account with the ability to log on locally could be used to log on at the console of the computer. If this user right is not restricted to legitimate users who need to log on to the console of the computer, unauthorized users might download and run malicious software that elevates their privileges.|If you assign the Deny log on locally user right to additional accounts, you could limit the abilities of users who are assigned to specific roles in your environment. However, this user right should explicitly be assigned to the ASPNET account on computers that run IIS 6.0. You should confirm that delegated activities will not be adversely affected.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed.|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-546 (Guests). User Rights\Deny Local Log On Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Guest.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/deny-log-on-locally 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#denylocallogon 3. GRID: MS-00000031 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.15|(L1)|Ensure 'Deny Log On As Batch Job' to include 'Guests' (Automated)|||• Level 1 (L1)|This policy setting determines which accounts will not be able to log on to the computer as a batch job. A batch job is not a batch (.bat) file, but rather a batch-queue facility. Accounts that use the Task Scheduler to schedule jobs need this user right. This user right supersedes the Log on as a batch job user right, which could be used to allow accounts to schedule jobs that consume excessive system resources. Such an occurrence could cause a DoS condition. Failure to assign this user right to the recommended accounts can be a security risk. The recommended state for this setting is to include: *S-1-5-32-546 (Guests).|Accounts that have the Log on as a batch job user right could be used to schedule jobs that could consume excessive computer resources and cause a DoS condition.|If you assign the Deny log on as a batch job user right to other accounts, you could deny users who are assigned to specific administrative roles the ability to perform their required job activities. You should confirm that delegated tasks will not be affected adversely. For example, if you assign this user right to the IWAM_(ComputerName) account, the MSM Management Point will fail. On a newly installed computer that runs Windows Server 2003 this account does not belong to the Guests group, but on a computer that was upgraded from Windows 2000 this account is a member of the Guests group. Therefore, it is important that you understand which accounts belong to any groups that you assign the Deny log on as a batch job user right.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Deny log on as a batch job|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-546 (Guests). User Rights\Deny Log On As Batch Job|No one.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/deny-log-on-as-a-batch-job 2. GRID: MS-00000029 3. Minimum OS CSP: Windows 11, version 24H2 and later|Applies to Windows 11 only.
To Review|89.16|(L1)|Ensure 'Deny Log On As Service Job' to include 'Guests' (Automated)|||• Level 1 (L1)|This security setting determines which service accounts are prevented from registering a process as a service. This user right supersedes the Log on as a service user right if an account is subject to both policies. The recommended state for this setting is to include: *S-1-5-32-546 (Guests). Note: This security setting does not apply to the System, Local Service, or Network Service accounts.|Accounts that can log on as a service could be used to configure and start new unauthorized services, such as a keylogger or other malicious software. The benefit of the specified countermeasure is somewhat reduced by the fact that only users with administrative privileges can install and configure services, and an attacker who has already attained that level of access could configure the service to run with the System account.|If you assign the Deny log on as a service user right to specific accounts, services may not be able to start and a DoS condition could result.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Deny log on as a service|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-546 (Guests). User Rights\Deny Log On As Service Job|No one.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/deny-log-on-as-a-service 2. GRID: MS-00000030 3. Minimum OS CSP: Windows 11, version 24H2 and later|Applies to Windows 11 only.
To Review|89.17|(L1)|Ensure 'Deny Remote Desktop Services Log On' to include 'Guests, Local account' (Automated)|||• Level 1 (L1)|This policy setting determines whether users can log on as Remote Desktop clients. After the baseline workstation is joined to a domain environment, there is no need to use local accounts to access the workstation from the network. Domain accounts can access the workstation for administration and end-user processing. This user right supersedes the Allow log on through Remote Desktop Services user right if an account is subject to both policies. The recommended state for this setting is to include: *S-1-5-32-546 and *S-1-5-113 (Guests, Local account). Caution: Configuring a standalone (non-domain-joined) workstation as described above may result in an inability to remotely administer the workstation. Caution #2: Configuring a cloud system workstation as described above may result in an inability log on to the workstation. In this case, Local Accounts need this ability for the log on to succeed. Note: The security identifier Local account is not available in Windows 7 and Windows 8.0 unless MSKB 2871997 has been installed. Note #2: In all versions of Windows prior to Windows 7, Remote Desktop Services was known as Terminal Services, so you should substitute the older term if comparing against an older OS.|Any account with the right to log on through Remote Desktop Services could be used to log on to the remote console of the computer. If this user right is not restricted to legitimate users who need to log on to the console of the computer, unauthorized users might download and run malicious software that elevates their privileges.|If you assign the Deny log on through Remote Desktop Services user right to other groups, you could limit the abilities of users who are assigned to specific administrative roles in your environment. Accounts that have this user right will be unable to connect to the computer through either Remote Desktop Services or Remote Assistance. You should confirm that delegated tasks will not be negatively impacted.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Deny log on through Remote Desktop Services|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-546 and *S-1-5-113 (Guests, Local account). User Rights\Deny Remote Desktop Services Log On Note: Include only one User or Group per line in the Settings Catalog configuration screen.|No one.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/deny-log-on-through-remote-desktop-services 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#denyremotedesktopserviceslogon 3. GRID: MS-00000032 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.18|(L1)|Ensure 'Enable Delegation' is set to 'No One' (Automated)|||• Level 1 (L1)|"This policy setting allows users to change the Trusted for Delegation setting on a computer object in Active Directory. Abuse of this privilege could allow unauthorized users to impersonate other users on the network. The recommended state for this setting is: No One. Note: This user right is considered a ""sensitive privilege"" for the purposes of auditing."|Misuse of the Enable computer and user accounts to be trusted for delegation user right could allow unauthorized users to impersonate other users on the network. An attacker could exploit this privilege to gain access to network resources and make it difficult to determine what has happened after a security incident.|None - this is the default behavior.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Enable computer and user accounts to be trusted for delegation|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to (<![CDATA[]]>) which equals No One. User Rights\Enable Delegation Note: Using (<![CDATA[]]>) to represent a blank value or No One is recommended by Microsoft. However, there is a known issue where an error occurs in Endpoint Manger (Intune) but does not affect the policy setting from being applied to the system properly.|No one.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/enable-computer-and-user-accounts-to-be-trusted-for-delegation 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#enabledelegation 3. GRID: MS-00000033 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.19|(L1)|Ensure 'Generate Security Audits' is set to 'LOCAL SERVICE, NETWORK SERVICE' (Automated)|||• Level 1 (L1)|"This policy setting determines which users or processes can generate audit records in the Security log. The recommended state for this setting is: *S-1-5-19 and *S-1-5-20 (LOCAL SERVICE, NETWORK SERVICE). Note: This user right is considered a ""sensitive privilege"" for the purposes of auditing."|An attacker could use this capability to create a large number of audited events, which would make it more difficult for a system administrator to locate any illicit activity. Also, if the event log is configured to overwrite events as needed, any evidence of unauthorized activities could be overwritten by a large number of unrelated events.|On most computers, this is the default configuration and there will be no negative impact. However, if you have installed Web Server (IIS), you will need to allow the IIS application pool(s) to be granted this user right.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Generate security audits|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-19 and *S-1-5-20 (LOCAL SERVICE, NETWORK SERVICE). User Rights\Generate security audits Note: Include only one User or Group per line in the Settings Catalog configuration screen.|LOCAL SERVICE, NETWORK SERVICE.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/generate-security-audits 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#generatesecurityaudits 3. GRID: MS-00000035 4. Minimum OS CSP: Windows 10, Version 1803 and later|
To Review|89.20|(L1)|Ensure 'Impersonate Client' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE' (Automated)|||• Level 1 (L1)|"The policy setting allows programs that run on behalf of a user to impersonate that user (or another specified account) so that they can act on behalf of the user. If this user right is required for this kind of impersonation, an unauthorized user will not be able to convince a client to connect—for example, by remote procedure call (RPC) or named pipes—to a service that they have created to impersonate that client, which could elevate the unauthorized user's permissions to administrative or system levels. Services that are started by the Service Control Manager have the built-in Service group added by default to their access tokens. COM servers that are started by the COM infrastructure and configured to run under a specific account also have the Service group added to their access tokens. As a result, these processes are assigned this user right when they are started. Also, a user can impersonate an access token if any of the following conditions exist: • The access token that is being impersonated is for this user. • The user, in this logon session, logged on to the network with explicit credentials to create the access token. • The requested level is less than Impersonate, such as Anonymous or Identify. An attacker with the Impersonate a client after authentication user right could create a service, trick a client to make them connect to the service, and then impersonate that client to elevate the attacker's level of access to that of the client. The recommended state for this setting is: *S-1-5-32-544, *S-1-5-19, *S-1-5-20 and *S-1-5-6 (Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE). Note: This user right is considered a ""sensitive privilege"" for the purposes of auditing."|An attacker with the Impersonate a client after authentication user right could create a service, trick a client to make them connect to the service, and then impersonate that client to elevate the attacker's level of access to that of the client.|In most cases this configuration will have no impact. If you have installed Web Server (IIS), you will need to also assign the user right to IIS_IUSRS.|Navigate to the Local Security Policy and confirm it is set as prescribed. Security Settings\Local Policies\User Rights Assignment\Impersonate a client after authentication|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to *S-1-5-32-544, *S-1-5-19, *S-1-5-20 and *S-1-5-6 (Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE). User Rights\Impersonate Client Note: Include only one User or Group per line in the Settings Catalog configuration screen.|Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE.|1. https://learn.microsoft.com/en-us/windows/security/threat-protection/securitypolicy-settings/impersonate-a-client-after-authentication 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspuserrights#impersonateclient 3. GRID: MS-00000036 4. Minimum OS CSP: Windows 10, Version 1803 and later|
